TransactionID,MemberID,ItemDescription
1862,768,Diaper
1862,768,Pasta
1862,768,Lettuce
1862,768,Milk
1862,768,Beer
1863,998,Bread
1863,998,Rice
1863,998,Cheese
1863,998,Tomatoes
1864,760,Beer
1864,760,Tomatoes
1865,939,Eggs
1865,939,Water
1866,226,Apples
1867,330,Rice
1868,296,Bread
1868,296,Cereal
1869,842,Apples
1869,842,Cereal
1869,842,Tomatoes
1869,842,Diaper
1870,677,Chips
1870,677,Rice
1870,677,Tomatoes
1870,677,Pasta
1871,230,Juice
1871,230,Water
1871,230,Diaper
1871,230,Pasta
1872,788,Juice
1872,788,Chips
1872,788,Pasta
1872,788,Beer
1873,590,Lettuce
1873,590,Cereal
1874,787,Diaper
1874,787,Bananas
1875,539,Beer
1875,539,Tomatoes
1875,539,Milk
1875,539,Pasta
1875,539,Eggs
1876,171,Chicken
1876,171,Milk
1877,269,Cereal
1878,181,Milk
1878,181,Rice
1878,181,Chips
1879,67,Beer
1879,67,Pasta
1880,895,Eggs
1880,895,Lettuce
1880,895,Cola
1880,895,Butter
1880,895,Beer
1881,888,Butter
1881,888,Eggs
1881,888,Apples
1881,888,Tomatoes
1882,46,Water
1883,683,Water
1883,683,Pasta
1884,665,Eggs
1884,665,Milk
1884,665,Chicken
1884,665,Tomatoes
1885,263,Tomatoes
1885,263,Cola
1885,263,Butter
1886,236,Water
1886,236,Eggs
1886,236,Cheese
1886,236,Lettuce
1886,236,Pasta
1887,702,Eggs
1887,702,Chips
1888,891,Tomatoes
1888,891,Cola
1888,891,Apples
1888,891,Pasta
1888,891,Bread
1889,860,Cheese
1889,860,Cola
1889,860,Apples
1890,111,Chips
1890,111,Eggs
1890,111,Pasta
1890,111,Butter
1890,111,Yogurt
1891,395,Lettuce
1891,395,Chicken
1891,395,Cheese
1891,395,Eggs
1892,348,Butter
1892,348,Milk
1892,348,Chicken
1892,348,Apples
1893,613,Cola
1893,613,Butter
1893,613,Diaper
1894,84,Cola
1895,567,Cereal
1895,567,Chicken
1895,567,Pasta
1896,612,Bananas
1896,612,Chicken
1896,612,Yogurt
1896,612,Tomatoes
1897,495,Tomatoes
1897,495,Diaper
1898,856,Cola
1898,856,Beer
1898,856,Chips
1898,856,Chicken
1899,626,Pasta
1900,602,Milk
1900,602,Diaper
1900,602,Yogurt
1900,602,Chicken
1900,602,Eggs
1901,252,Pasta
1901,252,Cola
1901,252,Chicken
1901,252,Rice
1901,252,Chips
1902,462,Pasta
1902,462,Chicken
1903,777,Lettuce
1903,777,Rice
1903,777,Bananas
1904,172,Chicken
1904,172,Lettuce
1905,282,Bread
1905,282,Yogurt
1906,139,Diaper
1906,139,Juice
1906,139,Lettuce
1906,139,Butter
1907,955,Cereal
1907,955,Lettuce
1907,955,Milk
1907,955,Yogurt
1907,955,Apples
1908,602,Butter
1908,602,Milk
1908,602,Pasta
1909,348,Pasta
1909,348,Bread
1910,525,Diaper
1911,836,Apples
1911,836,Beer
1911,836,Yogurt
1911,836,Juice
1912,506,Bread
1912,506,Cereal
1912,506,Diaper
1912,506,Beer
1912,506,Lettuce
1913,394,Tomatoes
1913,394,Cola
1914,299,Beer
1915,253,Eggs
1915,253,Water
1916,22,Yogurt
1917,79,Lettuce
1918,925,Yogurt
1919,377,Cheese
1919,377,Tomatoes
1919,377,Cereal
1919,377,Yogurt
1920,343,Juice
1920,343,Yogurt
1920,343,Cereal
1920,343,Milk
1920,343,Chips
1921,682,Butter
1921,682,Diaper
1922,484,Chicken
1922,484,Milk
1923,761,Bananas
1923,761,Water
1923,761,Cereal
1924,487,Cheese
1924,487,Beer
1925,751,Apples
1926,440,Milk
1926,440,Bread
1926,440,Apples
1926,440,Tomatoes
1926,440,Butter
1927,386,Chips
1928,124,Milk
1928,124,Bread
1929,540,Beer
1929,540,Cheese
1929,540,Water
1929,540,Lettuce
1929,540,Butter
1930,762,Chicken
1930,762,Cheese
1930,762,Water
1930,762,Juice
1931,751,Rice
1931,751,Apples
1932,627,Cereal
1933,138,Bananas
1933,138,Cereal
1933,138,Chips
1934,540,Milk
1934,540,Tomatoes
1935,796,Lettuce
1936,663,Pasta
1936,663,Diaper
1936,663,Rice
1936,663,Cheese
1937,533,Butter
1938,841,Butter
1938,841,Pasta
1938,841,Bread
1938,841,Tomatoes
1938,841,Juice
1939,667,Rice
1939,667,Chicken
1939,667,Diaper
1939,667,Yogurt
1939,667,Eggs
1940,765,Apples
1940,765,Lettuce
1940,765,Cola
1941,686,Cereal
1942,374,Bananas
1942,374,Rice
1942,374,Butter
1943,666,Chips
1944,706,Chicken
1944,706,Cheese
1944,706,Diaper
1945,183,Water
1945,183,Cola
1945,183,Cereal
1945,183,Butter
1945,183,Chicken
1946,772,Water
1946,772,Chips
1946,772,Milk
1946,772,Bananas
1947,54,Diaper
1947,54,Lettuce
1948,183,Cereal
1948,183,Butter
1948,183,Chicken
1948,183,Diaper
1949,818,Diaper
1950,905,Pasta
1950,905,Cola
1950,905,Cheese
1950,905,Beer
1951,920,Chips
1951,920,Diaper
1952,784,Tomatoes
1952,784,Cheese
1952,784,Cola
1953,461,Milk
1953,461,Bread
1954,704,Butter
1954,704,Cola
1955,57,Pasta
1956,76,Chicken
1957,246,Butter
1958,389,Lettuce
1959,679,Apples
1960,732,Rice
1960,732,Lettuce
1960,732,Butter
1960,732,Bread
1961,85,Diaper
1961,85,Juice
1962,547,Juice
1962,547,Rice
1962,547,Yogurt
1963,497,Tomatoes
1963,497,Diaper
1964,193,Diaper
1965,724,Diaper
1965,724,Bananas
1965,724,Water
1965,724,Apples
1966,287,Juice
1966,287,Bread
1966,287,Diaper
1967,880,Bread
1968,544,Bread
1968,544,Chicken
1968,544,Pasta
1968,544,Bananas
1969,394,Milk
1969,394,Bread
1969,394,Rice
1970,564,Cereal
1970,564,Chicken
1970,564,Bananas
1970,564,Yogurt
1971,472,Pasta
1972,980,Yogurt
1972,980,Eggs
1972,980,Beer
1973,908,Lettuce
1973,908,Bread
1974,425,Water
1974,425,Pasta
1975,606,Butter
1975,606,Bananas
1976,666,Milk
1977,937,Tomatoes
1977,937,Cola
1978,377,Yogurt
1979,830,Cola
1979,830,Water
1979,830,Tomatoes
1979,830,Pasta
1980,881,Cereal
1980,881,Bananas
1981,44,Bananas
1982,144,Chicken
1982,144,Butter
1982,144,Juice
1982,144,Beer
1983,108,Bread
1983,108,Tomatoes
1983,108,Beer
1984,611,Yogurt
1984,611,Bread
1984,611,Cereal
1984,611,Bananas
1984,611,Chicken
1985,211,Yogurt
1985,211,Butter
1986,171,Beer
1986,171,Chicken
1986,171,Butter
1986,171,Tomatoes
1987,8,Rice
1987,8,Apples
1987,8,Diaper
1987,8,Tomatoes
1988,88,Water
1988,88,Eggs
1988,88,Apples
1988,88,Beer
1989,403,Bread
1989,403,Cola
1989,403,Cereal
1989,403,Apples
1990,309,Chips
1990,309,Milk
1990,309,Cheese
1990,309,Bread
1991,985,Butter
1991,985,Yogurt
1992,862,Rice
1992,862,Pasta
1992,862,Yogurt
1992,862,Juice
1992,862,Bananas
1993,914,Yogurt
1993,914,Eggs
1993,914,Butter
1994,230,Milk
1994,230,Yogurt
1994,230,Pasta
1994,230,Cereal
1994,230,Chicken
1995,305,Beer
1995,305,Lettuce
1995,305,Bananas
1995,305,Chicken
1995,305,Chips
1996,794,Bread
1996,794,Apples
1996,794,Chips
1997,451,Apples
1997,451,Tomatoes
1997,451,Bananas
1997,451,Juice
1998,263,Chips
1998,263,Cereal
1998,263,Diaper
1998,263,Bananas
1998,263,Bread
1999,228,Eggs
1999,228,Yogurt
2000,888,Cereal
2000,888,Apples
2001,949,Lettuce
2002,135,Chicken
2002,135,Yogurt
2002,135,Bananas
2003,561,Juice
2003,561,Apples
2003,561,Bananas
2004,491,Diaper
2004,491,Eggs
2004,491,Cheese
2004,491,Tomatoes
2005,769,Cereal
2005,769,Lettuce
2006,173,Milk
2006,173,Rice
2007,797,Yogurt
2008,992,Beer
2008,992,Milk
2009,645,Lettuce
2009,645,Cola
2009,645,Eggs
2009,645,Cereal
2009,645,Bread
2010,993,Water
2011,933,Chips
2011,933,Eggs
2012,166,Bananas
2012,166,Chicken
2012,166,Chips
2012,166,Cheese
2013,923,Tomatoes
2013,923,Pasta
2013,923,Eggs
2013,923,Bananas
2013,923,Rice
2014,552,Pasta
2015,409,Chicken
2015,409,Yogurt
2015,409,Juice
2015,409,Bananas
2016,365,Chips
2016,365,Yogurt
2016,365,Beer
2016,365,Cola
2016,365,Bananas
2017,421,Juice
2017,421,Chips
2017,421,Bananas
2018,533,Apples
2018,533,Eggs
2019,220,Bread
2019,220,Pasta
2019,220,Cola
2019,220,Milk
2019,220,Lettuce
2020,35,Cheese
2020,35,Bread
2020,35,Chips
2020,35,Butter
2020,35,Apples
2021,522,Butter
2021,522,Lettuce
2021,522,Cola
2021,522,Apples
2021,522,Juice
2022,924,Diaper
2023,145,Tomatoes
2023,145,Eggs
2023,145,Bananas
2023,145,Juice
2023,145,Yogurt
2024,476,Milk
2024,476,Beer
2024,476,Butter
2024,476,Chicken
2025,982,Juice
2025,982,Chips
2025,982,Butter
2025,982,Pasta
2025,982,Lettuce
2026,540,Yogurt
2026,540,Eggs
2026,540,Butter
2026,540,Chips
2027,339,Bread
2027,339,Cheese
2027,339,Chicken
2028,971,Cheese
2029,509,Cheese
2029,509,Pasta
2029,509,Eggs
2029,509,Chicken
2030,455,Beer
2030,455,Chips
2031,375,Eggs
2031,375,Diaper
2031,375,Chips
2031,375,Milk
2032,866,Bananas
2032,866,Chicken
2032,866,Milk
2033,647,Chips
2034,707,Bread
2035,500,Milk
2035,500,Lettuce
2035,500,Beer
2035,500,Apples
2036,921,Butter
2037,527,Butter
2037,527,Juice
2038,494,Yogurt
2038,494,Eggs
2038,494,Cereal
2038,494,Milk
2039,795,Cola
2039,795,Tomatoes
2039,795,Chicken
2039,795,Apples
2039,795,Butter
2040,877,Apples
2041,77,Rice
2041,77,Bananas
2041,77,Butter
2041,77,Eggs
2042,806,Butter
2042,806,Diaper
2042,806,Tomatoes
2042,806,Bread
2042,806,Chips
2043,996,Pasta
2044,533,Rice
2045,22,Beer
2045,22,Yogurt
2045,22,Tomatoes
2045,22,Diaper
2046,471,Rice
2046,471,Pasta
2046,471,Lettuce
2046,471,Cheese
2047,12,Butter
2047,12,Bread
2047,12,Milk
2047,12,Cheese
2047,12,Lettuce
2048,90,Apples
2048,90,Beer
2048,90,Water
2049,15,Juice
2049,15,Milk
2049,15,Bananas
2049,15,Eggs
2049,15,Apples
2050,279,Chicken
2050,279,Juice
2051,786,Eggs
2052,882,Rice
2052,882,Milk
2052,882,Lettuce
2052,882,Diaper
2052,882,Bread
2053,581,Cereal
2053,581,Yogurt
2053,581,Water
2054,932,Beer
2054,932,Butter
2054,932,Tomatoes
2054,932,Bread
2055,177,Lettuce
2055,177,Yogurt
2055,177,Rice
2055,177,Cola
2055,177,Chicken
2056,949,Lettuce
2056,949,Rice
2057,772,Butter
2058,689,Bread
2058,689,Cereal
2058,689,Bananas
2059,744,Beer
2059,744,Butter
2059,744,Chicken
2059,744,Rice
2059,744,Diaper
2060,780,Cola
2060,780,Pasta
2060,780,Tomatoes
2060,780,Cereal
2061,408,Beer
2061,408,Chips
2061,408,Milk
2061,408,Apples
2062,107,Bananas
2062,107,Pasta
2062,107,Eggs
2062,107,Apples
2062,107,Water
2063,102,Juice
2063,102,Chips
2063,102,Bananas
2063,102,Butter
2063,102,Water
2064,986,Milk
2064,986,Lettuce
2064,986,Cola
2064,986,Rice
2064,986,Beer
2065,939,Rice
2065,939,Juice
2065,939,Lettuce
2065,939,Apples
2066,983,Yogurt
2066,983,Cereal
2066,983,Eggs
2066,983,Chicken
2066,983,Juice
2067,328,Beer
2067,328,Milk
2067,328,Rice
2068,933,Cola
2068,933,Pasta
2069,249,Rice
2069,249,Beer
2070,969,Butter
2070,969,Pasta
2071,588,Bananas
2072,276,Butter
2072,276,Pasta
2072,276,Beer
2072,276,Yogurt
2073,900,Bread
2074,83,Bananas
2074,83,Chicken
2075,777,Eggs
2075,777,Diaper
2075,777,Lettuce
2076,194,Bananas
2076,194,Beer
2076,194,Cheese
2076,194,Water
2076,194,Cola
2077,418,Bananas
2077,418,Beer
2078,867,Juice
2079,770,Lettuce
2079,770,Bananas
2079,770,Yogurt
2080,167,Cola
2081,40,Rice
2082,459,Chips
2082,459,Pasta
2082,459,Bread
2083,659,Lettuce
2083,659,Eggs
2083,659,Butter
2083,659,Yogurt
2083,659,Chicken
2084,622,Bananas
2084,622,Yogurt
2084,622,Apples
2084,622,Butter
2085,214,Eggs
2085,214,Chips
2085,214,Cola
2085,214,Bananas
2085,214,Milk
2086,703,Juice
2086,703,Chips
2086,703,Cola
2086,703,Rice
2086,703,Tomatoes
2087,771,Eggs
2087,771,Bread
2087,771,Lettuce
2087,771,Pasta
2087,771,Cereal
2088,442,Lettuce
2088,442,Apples
2088,442,Butter
2089,632,Beer
2090,120,Butter
2090,120,Cola
2090,120,Cereal
2090,120,Chips
2091,688,Chicken
2091,688,Pasta
2091,688,Water
2092,581,Bread
2092,581,Butter
2092,581,Juice
2093,344,Chips
2093,344,Tomatoes
2093,344,Cereal
2093,344,Yogurt
2094,945,Tomatoes
2095,466,Water
2095,466,Milk
2095,466,Eggs
2095,466,Bread
2096,101,Cereal
2097,806,Cheese
2097,806,Water
2097,806,Eggs
2097,806,Chips
2097,806,Beer
2098,751,Apples
2098,751,Juice
2098,751,Yogurt
2098,751,Cereal
2099,417,Rice
2099,417,Beer
2099,417,Milk
2099,417,Diaper
2100,155,Cheese
2100,155,Chicken
2100,155,Water
2101,119,Cereal
2101,119,Tomatoes
2102,639,Butter
2102,639,Chicken
2102,639,Bread
2102,639,Cola
2102,639,Apples
2103,893,Tomatoes
2104,475,Yogurt
2104,475,Juice
2104,475,Rice
2105,633,Diaper
2105,633,Milk
2106,539,Chips
2106,539,Chicken
2106,539,Butter
2106,539,Pasta
2106,539,Yogurt
2107,137,Tomatoes
2107,137,Chicken
2107,137,Juice
2108,787,Diaper
2108,787,Chicken
2108,787,Rice
2108,787,Juice
2109,199,Cereal
2110,977,Lettuce
2110,977,Yogurt
2110,977,Eggs
2111,126,Rice
2111,126,Tomatoes
2111,126,Cheese
2112,467,Cola
2113,98,Beer
2114,589,Beer
2114,589,Cheese
2114,589,Yogurt
2115,788,Eggs
2115,788,Pasta
2115,788,Cola
2115,788,Water
2115,788,Beer
2116,684,Milk
2117,256,Milk
2117,256,Rice
2117,256,Juice
2118,998,Milk
2119,589,Chicken
2119,589,Tomatoes
2120,206,Diaper
2120,206,Cola
2120,206,Lettuce
2120,206,Juice
2120,206,Water
2121,643,Juice
2121,643,Eggs
2121,643,Water
2121,643,Apples
2121,643,Chips
2122,111,Cola
2122,111,Tomatoes
2122,111,Beer
2122,111,Yogurt
2123,752,Milk
2123,752,Water
2124,567,Butter
2124,567,Tomatoes
2124,567,Diaper
2125,352,Diaper
2125,352,Bananas
2125,352,Apples
2125,352,Beer
2126,512,Bread
2126,512,Pasta
2126,512,Apples
2127,751,Juice
2127,751,Cola
2127,751,Lettuce
2127,751,Beer
2127,751,Yogurt
2128,745,Rice
2129,6,Chicken
2130,104,Juice
2131,767,Yogurt
2131,767,Chips
2131,767,Bread
2131,767,Rice
2131,767,Milk
2132,916,Milk
2132,916,Juice
2132,916,Water
2133,436,Lettuce
2133,436,Water
2134,1000,Apples
2134,1000,Tomatoes
2134,1000,Lettuce
2135,752,Milk
2135,752,Chicken
2135,752,Butter
2135,752,Lettuce
2135,752,Diaper
2136,527,Chicken
2136,527,Yogurt
2136,527,Tomatoes
2136,527,Rice
2136,527,Cola
2137,967,Butter
2137,967,Cereal
2137,967,Beer
2137,967,Diaper
2137,967,Yogurt
2138,56,Yogurt
2138,56,Chips
2138,56,Tomatoes
2138,56,Cola
2138,56,Bananas
2139,528,Beer
2139,528,Cola
2139,528,Eggs
2140,245,Yogurt
2140,245,Rice
2141,974,Bread
2141,974,Cola
2141,974,Diaper
2141,974,Apples
2141,974,Water
2142,399,Yogurt
2143,284,Beer
2143,284,Lettuce
2144,518,Milk
2144,518,Tomatoes
2144,518,Juice
2144,518,Cheese
2145,333,Pasta
2145,333,Beer
2145,333,Chips
2146,784,Milk
2147,7,Bananas
2147,7,Bread
2147,7,Lettuce
2147,7,Eggs
2148,431,Juice
2148,431,Bananas
2148,431,Butter
2148,431,Eggs
2148,431,Cheese
2149,395,Diaper
2149,395,Yogurt
2150,568,Tomatoes
2150,568,Apples
2150,568,Bread
2150,568,Lettuce
2150,568,Diaper
2151,736,Cereal
2151,736,Chicken
2151,736,Cola
2152,268,Cheese
2152,268,Diaper
2152,268,Bread
2153,656,Milk
2153,656,Lettuce
2153,656,Yogurt
2153,656,Chips
2154,325,Tomatoes
2155,522,Cereal
2155,522,Tomatoes
2155,522,Cola
2155,522,Chips
2155,522,Juice
2156,771,Juice
2157,683,Chips
2157,683,Yogurt
2157,683,Eggs
2158,810,Bananas
2158,810,Apples
2158,810,Chicken
2158,810,Yogurt
2158,810,Juice
2159,78,Eggs
2159,78,Tomatoes
2159,78,Chips
2159,78,Juice
2159,78,Bananas
2160,333,Beer
2161,524,Cola
2161,524,Lettuce
2161,524,Yogurt
2161,524,Milk
2162,886,Apples
2162,886,Eggs
2162,886,Tomatoes
2162,886,Bread
2162,886,Juice
2163,713,Water
2163,713,Juice
2163,713,Beer
2164,522,Chips
2164,522,Butter
2164,522,Cheese
2164,522,Tomatoes
2164,522,Beer
2165,627,Cereal
2165,627,Yogurt
2165,627,Beer
2165,627,Cheese
2165,627,Juice
2166,329,Bananas
2166,329,Cheese
2166,329,Chips
2166,329,Juice
2167,358,Cereal
2167,358,Diaper
2167,358,Pasta
2168,271,Beer
2168,271,Pasta
2168,271,Cola
2168,271,Chicken
2168,271,Yogurt
2169,86,Bananas
2169,86,Water
2170,139,Diaper
2170,139,Chips
2170,139,Beer
2170,139,Pasta
2170,139,Cereal
2171,893,Rice
2171,893,Beer
2172,198,Rice
2172,198,Lettuce
2172,198,Apples
2172,198,Pasta
2173,793,Eggs
2173,793,Chicken
2173,793,Beer
2173,793,Chips
2173,793,Diaper
2174,716,Cereal
2174,716,Cola
2174,716,Tomatoes
2174,716,Eggs
2175,548,Yogurt
2175,548,Cereal
2175,548,Pasta
2176,442,Eggs
2176,442,Water
2176,442,Lettuce
2176,442,Apples
2176,442,Bananas
2177,298,Apples
2177,298,Butter
2177,298,Milk
2178,128,Water
2178,128,Bananas
2178,128,Cheese
2178,128,Tomatoes
2178,128,Chicken
2179,938,Apples
2179,938,Water
2179,938,Lettuce
2180,814,Cheese
2180,814,Bananas
2180,814,Cereal
2180,814,Juice
2181,945,Eggs
2181,945,Diaper
2181,945,Cheese
2181,945,Bread
2182,897,Cheese
2182,897,Chicken
2182,897,Juice
2182,897,Cereal
2182,897,Pasta
2183,358,Diaper
2183,358,Beer
2183,358,Cola
2183,358,Cereal
2183,358,Pasta
2184,301,Bananas
2184,301,Chips
2184,301,Beer
2185,266,Diaper
2185,266,Milk
2185,266,Cereal
2185,266,Pasta
2186,990,Bread
2186,990,Water
2186,990,Cheese
2187,704,Juice
2187,704,Chicken
2187,704,Water
2187,704,Cheese
2187,704,Lettuce
2188,965,Cola
2189,529,Bread
2189,529,Chips
2189,529,Lettuce
2189,529,Pasta
2189,529,Butter
2190,972,Water
2190,972,Rice
2190,972,Juice
2190,972,Chicken
2190,972,Milk
2191,407,Cheese
2192,427,Apples
2193,159,Bananas
2193,159,Yogurt
2194,260,Diaper
2194,260,Bread
2194,260,Butter
2194,260,Chicken
2195,709,Bananas
2195,709,Pasta
2195,709,Butter
2195,709,Eggs
2196,41,Chicken
2196,41,Bananas
2196,41,Juice
2196,41,Eggs
2196,41,Butter
2197,335,Pasta
2197,335,Lettuce
2197,335,Milk
2197,335,Chips
2197,335,Chicken
2198,811,Juice
2198,811,Rice
2198,811,Bread
2199,137,Bananas
2199,137,Water
2199,137,Pasta
2199,137,Cereal
2199,137,Milk
2200,249,Yogurt
2200,249,Butter
2201,342,Butter
2201,342,Tomatoes
2201,342,Chicken
2201,342,Cola
2201,342,Diaper
2202,455,Bananas
2202,455,Rice
2202,455,Butter
2203,937,Apples
2203,937,Beer
2203,937,Butter
2203,937,Lettuce
2203,937,Chicken
2204,585,Milk
2204,585,Cereal
2204,585,Juice
2204,585,Cheese
2204,585,Eggs
2205,299,Juice
2205,299,Cereal
2205,299,Lettuce
2206,713,Butter
2207,420,Juice
2207,420,Rice
2207,420,Cheese
2208,222,Lettuce
2209,526,Bread
2209,526,Bananas
2209,526,Rice
2210,122,Bread
2210,122,Beer
2210,122,Butter
2211,428,Eggs
2211,428,Cereal
2211,428,Pasta
2211,428,Butter
2211,428,Cola
2212,222,Tomatoes
2212,222,Butter
2212,222,Yogurt
2212,222,Chicken
2212,222,Cereal
2213,181,Lettuce
2213,181,Apples
2214,920,Pasta
2214,920,Lettuce
2214,920,Apples
2214,920,Eggs
2214,920,Water
2215,821,Butter
2215,821,Rice
2215,821,Lettuce
2215,821,Beer
2215,821,Bread
2216,173,Apples
2216,173,Water
2216,173,Juice
2216,173,Beer
2216,173,Chips
2217,87,Diaper
2217,87,Cheese
2217,87,Tomatoes
2218,104,Pasta
2218,104,Beer
2219,670,Rice
2219,670,Diaper
2219,670,Tomatoes
2220,384,Cola
2220,384,Juice
2221,42,Beer
2221,42,Water
2221,42,Lettuce
2221,42,Eggs
2221,42,Diaper
2222,293,Pasta
2222,293,Water
2223,40,Cola
2223,40,Pasta
2223,40,Bananas
2223,40,Juice
2223,40,Milk
2224,121,Yogurt
2225,912,Juice
2225,912,Diaper
2226,514,Lettuce
2226,514,Yogurt
2227,910,Rice
2227,910,Bananas
2227,910,Water
2228,487,Bananas
2228,487,Chips
2229,926,Butter
2229,926,Lettuce
2229,926,Juice
2229,926,Water
2229,926,Chicken
2230,429,Lettuce
2230,429,Beer
2231,112,Milk
2232,302,Juice
2232,302,Water
2232,302,Bread
2232,302,Apples
2233,249,Pasta
2233,249,Cheese
2233,249,Bananas
2233,249,Cereal
2233,249,Apples
2234,919,Rice
2234,919,Eggs
2235,23,Lettuce
2235,23,Beer
2235,23,Cheese
2235,23,Apples
2235,23,Rice
2236,456,Chips
2236,456,Cola
2236,456,Water
2236,456,Pasta
2236,456,Bread
2237,713,Water
2238,448,Cheese
2239,182,Juice
2240,445,Cola
2240,445,Chicken
2240,445,Cereal
2240,445,Water
2240,445,Chips
2241,300,Butter
2241,300,Chicken
2241,300,Apples
2242,969,Chicken
2242,969,Milk
2243,760,Pasta
2243,760,Cereal
2244,104,Diaper
2244,104,Butter
2244,104,Eggs
2244,104,Bananas
2244,104,Milk
2245,649,Bread
2245,649,Cola
2245,649,Beer
2245,649,Pasta
2246,530,Water
2247,235,Pasta
2247,235,Tomatoes
2247,235,Milk
2247,235,Eggs
2248,572,Cereal
2249,48,Water
2250,753,Tomatoes
2250,753,Cola
2250,753,Bananas
2251,364,Beer
2251,364,Diaper
2251,364,Water
2251,364,Yogurt
2252,289,Beer
2252,289,Bananas
2252,289,Apples
2252,289,Cola
2252,289,Bread
2253,359,Milk
2254,231,Chips
2254,231,Chicken
2255,241,Butter
2255,241,Cereal
2255,241,Beer
2256,535,Lettuce
2256,535,Cereal
2256,535,Bread
2256,535,Apples
2256,535,Eggs
2257,76,Rice
2257,76,Yogurt
2257,76,Diaper
2258,27,Beer
2258,27,Bananas
2258,27,Chicken
2258,27,Cola
2258,27,Pasta
2259,11,Cereal
2259,11,Diaper
2259,11,Cheese
2260,309,Bananas
2260,309,Lettuce
2260,309,Yogurt
2261,252,Lettuce
2261,252,Butter
2261,252,Diaper
2261,252,Rice
2262,385,Yogurt
2262,385,Milk
2262,385,Juice
2262,385,Tomatoes
2263,791,Pasta
2264,210,Lettuce
2264,210,Apples
2265,930,Juice
2265,930,Bread
2265,930,Rice
2266,491,Cheese
2266,491,Bread
2266,491,Eggs
2266,491,Cola
2267,511,Chips
2267,511,Cereal
2267,511,Beer
2267,511,Butter
2268,805,Milk
2269,974,Cheese
2269,974,Beer
2270,195,Rice
2270,195,Butter
2271,576,Lettuce
2271,576,Apples
2271,576,Beer
2271,576,Tomatoes
2272,622,Bananas
2272,622,Bread
2272,622,Lettuce
2272,622,Milk
2272,622,Chicken
2273,281,Yogurt
2273,281,Chips
2273,281,Eggs
2273,281,Bread
2273,281,Beer
2274,923,Cheese
2274,923,Cola
2274,923,Lettuce
2275,579,Apples
2275,579,Bread
2276,247,Milk
2276,247,Apples
2277,491,Beer
2278,242,Milk
2279,957,Tomatoes
2279,957,Cheese
2279,957,Pasta
2279,957,Apples
2279,957,Juice
2280,489,Cereal
2280,489,Bananas
2280,489,Cola
2280,489,Bread
2280,489,Apples
2281,758,Milk
2281,758,Rice
2281,758,Tomatoes
2281,758,Bread
2282,643,Juice
2282,643,Chicken
2282,643,Bananas
2283,948,Water
2283,948,Lettuce
2283,948,Chicken
2283,948,Diaper
2284,875,Tomatoes
2284,875,Juice
2284,875,Bananas
2284,875,Water
2284,875,Milk
2285,473,Diaper
2285,473,Bread
2285,473,Cola
2286,724,Tomatoes
2286,724,Cola
2286,724,Cheese
2286,724,Apples
2287,670,Juice
2287,670,Yogurt
2287,670,Beer
2287,670,Cheese
2287,670,Water
2288,956,Rice
2288,956,Chips
2289,168,Bananas
2289,168,Beer
2289,168,Rice
2289,168,Chicken
2290,228,Tomatoes
2290,228,Cheese
2290,228,Cola
2290,228,Pasta
2290,228,Bread
2291,384,Beer
2291,384,Butter
2292,919,Bread
2292,919,Yogurt
2292,919,Beer
2293,407,Water
2293,407,Chicken
2293,407,Cola
2293,407,Diaper
2294,86,Tomatoes
2294,86,Beer
2294,86,Apples
2295,456,Eggs
2295,456,Apples
2295,456,Butter
2295,456,Bananas
2295,456,Bread
2296,25,Cereal
2296,25,Diaper
2296,25,Cola
2296,25,Rice
2296,25,Bread
2297,750,Tomatoes
2297,750,Rice
2298,672,Apples
2298,672,Diaper
2299,699,Pasta
2299,699,Chicken
2299,699,Cheese
2299,699,Cola
2299,699,Beer
2300,302,Pasta
2301,409,Butter
2301,409,Yogurt
2301,409,Juice
2301,409,Beer
2302,409,Cheese
2302,409,Eggs
2302,409,Juice
2302,409,Milk
2303,181,Bananas
2303,181,Milk
2304,523,Rice
2305,811,Juice
2305,811,Beer
2305,811,Apples
2305,811,Bananas
2305,811,Milk
2306,891,Water
2306,891,Chips
2306,891,Bananas
2306,891,Bread
2307,313,Pasta
2307,313,Chips
2307,313,Yogurt
2307,313,Juice
2308,658,Milk
2308,658,Chips
2308,658,Cola
2308,658,Tomatoes
2308,658,Diaper
2309,844,Juice
2309,844,Lettuce
2309,844,Tomatoes
2310,762,Diaper
2311,76,Eggs
2311,76,Water
2311,76,Butter
2312,116,Eggs
2312,116,Rice
2312,116,Chips
2313,24,Chicken
2313,24,Lettuce
2314,638,Lettuce
2314,638,Chicken
2314,638,Apples
2315,526,Cola
2316,278,Beer
2317,484,Apples
2317,484,Milk
2317,484,Chicken
2317,484,Butter
2318,121,Pasta
2319,833,Cola
2319,833,Cereal
2319,833,Chips
2319,833,Juice
2319,833,Milk
2320,217,Lettuce
2320,217,Eggs
2321,737,Eggs
2321,737,Beer
2322,658,Chips
2322,658,Chicken
2323,617,Milk
2323,617,Lettuce
2323,617,Butter
2323,617,Rice
2324,258,Cereal
2324,258,Water
2324,258,Pasta
2324,258,Butter
2325,168,Yogurt
2325,168,Bread
2325,168,Cola
2325,168,Pasta
2325,168,Milk
2326,699,Water
2327,330,Cereal
2327,330,Lettuce
2328,236,Water
2328,236,Lettuce
2329,128,Cereal
2330,598,Milk
2330,598,Apples
2331,275,Yogurt
2332,21,Lettuce
